"date_utc","date_time_utc","PLENTY_price"
2021-12-23,"2021-12-23 00:00:08",0.0600848324811098
2021-12-23,"2021-12-23 00:10:05",0.060082277209683
2021-12-23,"2021-12-23 00:20:04",0.0599401719856242
2021-12-23,"2021-12-23 00:30:05",0.0601215264191454
2021-12-23,"2021-12-23 00:40:04",0.0601215264191454
2021-12-23,"2021-12-23 00:50:04",0.0596637980227301
2021-12-23,"2021-12-23 01:00:06",0.0596637980227301
2021-12-23,"2021-12-23 01:10:05",0.0597131755371815
2021-12-23,"2021-12-23 01:20:04",0.0597131755371815
2021-12-23,"2021-12-23 01:30:05",0.0596728470962487
2021-12-23,"2021-12-23 01:40:04",0.0596728470962487
2021-12-23,"2021-12-23 01:50:04",0.0596652190824879
2021-12-23,"2021-12-23 02:00:06",0.0595407239608455
2021-12-23,"2021-12-23 02:10:05",0.0594410069087311
2021-12-23,"2021-12-23 02:20:05",0.0594410069087875
2021-12-23,"2021-12-23 02:30:05",0.0597932347318329
2021-12-23,"2021-12-23 02:40:04",0.0597932347318329
2021-12-23,"2021-12-23 02:50:04",0.0597932347318329
2021-12-23,"2021-12-23 03:00:06",0.0597932347318329
2021-12-23,"2021-12-23 03:10:04",0.0597909649339116
2021-12-23,"2021-12-23 03:20:05",0.0598411446003556
2021-12-23,"2021-12-23 03:30:05",0.0598111320629894
2021-12-23,"2021-12-23 03:40:04",0.0598111320629894
2021-12-23,"2021-12-23 03:50:03",0.0598111320629894
2021-12-23,"2021-12-23 04:00:06",0.0598111320629894
2021-12-23,"2021-12-23 04:10:04",0.0598111320629894
2021-12-23,"2021-12-23 04:20:04",0.0598019211239897
2021-12-23,"2021-12-23 04:30:04",0.0597973359492965
2021-12-23,"2021-12-23 04:40:05",0.0597973359492965
2021-12-23,"2021-12-23 04:50:04",0.0597973359492965
2021-12-23,"2021-12-23 05:00:06",0.0597859431816281
2021-12-23,"2021-12-23 05:10:03",0.0599241242090121
2021-12-23,"2021-12-23 05:20:04",0.060002964410008
2021-12-23,"2021-12-23 05:30:04",0.060002964410008
2021-12-23,"2021-12-23 05:40:04",0.060002964410008
2021-12-23,"2021-12-23 05:50:04",0.0600818563627326
2021-12-23,"2021-12-23 06:00:07",0.060083403780337
2021-12-23,"2021-12-23 06:10:04",0.060083403780337
2021-12-23,"2021-12-23 06:20:04",0.0600810895315611
2021-12-23,"2021-12-23 06:30:05",0.0600810895315611
2021-12-23,"2021-12-23 06:40:04",0.0600802195197707
2021-12-23,"2021-12-23 06:50:04",0.0599078768426666
2021-12-23,"2021-12-23 07:00:06",0.059893917075748
