"timestamp","liquidity","liquidityETH","liquidityUSD","priceUSD","txCount","volume","volumeETH","volumeUSD","symbol","date"
1644710400,"109754.695355628269047691","37.391070046369337696925442439873","109930.2927717417616783911127961855","1.001599908008896750292646922093254","3","614.97475392","614.97475392","616.2221116215982319623369287787686","TUSD","2022-02-13"
1644710400,"4057520.764979391768812141","1597.538508955047483863457553834343","4687182.32950336092425509361272267","1.155183818147919501637833172463204","10","86874.16726931000262656","29.6899788750882568191581900681541","99807.71549101170709006166181157077","LON","2022-02-13"
1644710400,"905711.864596466959978526","2278.48326989299370256657880293158","6700008.189784860849270331156121787","7.397505157746827788493686289211389","42","19907.556378543391254411","6.808049036424250776118261030209769","149467.8302736655714695699631809639","BENT","2022-02-13"
1644710400,"5737033.922355658837396351","514.845581377621309362","1513510.147001820149560607466865522","0.2638140487724995452249926645950104","7","65258.923509782807017058","65258.923509782807017058","17183.65990919905064361740447415832","LYRA","2022-02-13"
1644710400,"217543.585667880962221608","39.397230460243197036","115311.8672834539310075054813322787","0.5300632833160065616647174626649703","1","1608.431449965745015441","1608.431449965745015441","852.5704553575679326026132752271713","UFT","2022-02-13"
1644710400,"302849.485892087487383762","19.517234997417714635","57391.32062957904182660075106031894","0.1895044347211767812915581140173179","5","9342.875","9342.875","1797.191403103088227519375981315339","CHARGE","2022-02-13"
1644710400,"3075.676175503591867653","10.50679056635872762466943683371552","30825.57862577074559704131382108979","10.02237455011776695868498311831147","3","107.756405619674093005","107.756405619674093005","1065.90508988103653381846689252299","BOND","2022-02-13"
1644710400,"6.529999999999999999","0","0","0","1","0.8","0.8","0","HONEYB","2022-02-13"
1644710400,"71953.481344348758992881","154.4307042561406676649543521874216","451728.1932384075571627517879432995","6.278058890251130024140895518625982","12","5259.31908488246863546","5259.31908488246863546","33443.16620370311721764357093912844","UMA","2022-02-13"
1644710400,"4.566375986908600284","0","0","0","1","0.95","0.95","0","UNCOOL","2022-02-13"
1644710400,"2041382.796598428449770425","131.396730156766786925","383640.0306569106962638208282895777","0.1879314508264559556338290677893223","2","35167.886126566681391855","35167.886126566681391855","6686.782848605789414558469695249825","MASQ","2022-02-13"
1644710400,"576928.152160633377136841","67.20038528959529209300000000000001","197157.4911947074874507685936316505","0.341736645120089712754586516128343","3","22872.228608171549518019","22872.228608171549518019","7741.110073653908339475770281008705","SUKU","2022-02-13"
1644710400,"3038914.816682959130771358","81.77980947318049258152302752039612","239961.0080313732749900979814992927","0.07896272929864347932579969616773508","4","16471.96506","16471.96506","1293.493706807748311914393683152713","erowan","2022-02-13"
1644710400,"140.62","0","0","0","12","39.62","39.62","0","FRENS","2022-02-13"
1644710400,"1587824693.582880950030453655","3340.29874041334449419223413052887","9822241.165081055460488534400062273","0.006185973303461762868870888805076197","74","94615595.016867457930607848","94609379.46129408390309144735581779","583304.0909746295364512973277955642","SPELL","2022-02-13"
1644710400,"15557.116875220719610442","38.95160745937653340348302911478666","114294.0561197841424591517470819288","7.346737640174897341908204014304253","3","169.260085995895912586","169.260085995895912586","1239.995667973460790153377419255967","INDEX","2022-02-13"
1644710400,"1860145.050887459753930355","192.7568646579772600249999999999999","566220.7621456753188075247499305902","0.3043960264687617215980977639673546","5","22064.499362674453407068","22064.499362674453407068","6731.35316685089856749112630342662","YAM","2022-02-13"
1644710400,"22.218359717899280403","0","0","0","11","5.601619156517164089","0","0","gOHM","2022-02-13"
1644710400,"3709314.82822692486152224","110.102130593433899639","323621.9657084218787118151920437984","0.08724575310937280416497103776105877","1","28612.109755795941197555","28612.109755795941197555","2496.285063692449681191734513457679","DNT","2022-02-13"
1644710400,"24899.040656378344368832","769.5669209665049263909999999999999","2258107.24759937489270390909257418","90.69053216799015296775427159877658","4","3.431019011266808262","3.431019011266808262","310.6188050424974144168276650438198","ILSI","2022-02-13"
1644710400,"1606.16849442941785688","5.738396715290176011256700441309434","16837.59059865721471203008424645356","10.48307861662961592058998478219202","3","107.329404770305295917","107.329404770305295917","1174.063951099314401855090574565428","STAKE","2022-02-13"
1644710400,"55.429423622709766976","0","0","0","1","3.6","3.6","0","VOID","2022-02-13"
1644710400,"19573.342315","23.72447656735709378500000000000001","69300.96648854748954272389862024323","3.540579088295962780883081828441584","1","100","100","354.0579088295962780883081828441584","PLBT","2022-02-13"
1644710400,"24209.305745165291770095","35.61702675869208453099999999999999","103602.851233269621409991581872638","4.279463951747545713783519584899804","12","3249.332171801946916381","3249.332171801946916381","14158.73425573073825025036959442896","API3","2022-02-13"
1644710400,"419.37043563491029491","3362.650258026408389981887176822362","9827351.582892462200774196310582614","23433.5822171494745557971719222646","28","27.444563735480674189","27.444563735480674189","637883.779437981619594892158447127","YFI","2022-02-13"
1644710400,"17478247.49623587789409586","1050.32810729125648514","3088518.954146367344500182094647699","0.1767064435271048756367741724412561","20","1163732.087893709815785413","1163732.087893709815785413","213645.5931397564969080398170908833","BFC","2022-02-13"
1644710400,"534.00708086739097731","0","0","0","1","31.780787369999998976","31.780787369999998976","0","BAT","2022-02-13"
1644710400,"5727663.696755159677654194","34.99753473686899689","102682.8284360321988827013054908316","0.01792752400847210210075952911948213","1","125000","125000","2240.940501059012762594941139935267","OOKI","2022-02-13"
1644710400,"125204.612467404502515395","173.585540128426477661","510513.484303755407526798047754091","4.077433524556943792467214485716669","6","2390.284539657863385057","2390.284539657863385057","9677.345306909765571602097202735327","BPT","2022-02-13"
