"date_utc","date_time_utc","wrap_price"
2021-12-22,"2021-12-22 00:00:07",0.0121779391433944
2021-12-22,"2021-12-22 00:10:03",0.0121779391433944
2021-12-22,"2021-12-22 00:20:04",0.0121779391433944
2021-12-22,"2021-12-22 00:30:04",0.0121764331602334
2021-12-22,"2021-12-22 00:40:03",0.0121764331602334
2021-12-22,"2021-12-22 00:50:03",0.0121764331602334
2021-12-22,"2021-12-22 01:00:05",0.0121764331602334
2021-12-22,"2021-12-22 01:10:03",0.0121764331602334
2021-12-22,"2021-12-22 01:20:04",0.0121764331602334
2021-12-22,"2021-12-22 01:30:03",0.0121764331602334
2021-12-22,"2021-12-22 01:40:04",0.0121764331602334
2021-12-22,"2021-12-22 01:50:03",0.0121764331602334
2021-12-22,"2021-12-22 02:00:05",0.0121764331602334
2021-12-22,"2021-12-22 02:10:03",0.0121764331602334
2021-12-22,"2021-12-22 02:20:04",0.0121764331602334
2021-12-22,"2021-12-22 02:30:03",0.0121764331602334
2021-12-22,"2021-12-22 02:40:03",0.0121764331602334
2021-12-22,"2021-12-22 02:50:03",0.0121683507211442
2021-12-22,"2021-12-22 03:00:05",0.0121683507211442
2021-12-22,"2021-12-22 03:10:03",0.0121679360430381
2021-12-22,"2021-12-22 03:20:04",0.0121679360430381
2021-12-22,"2021-12-22 03:30:04",0.0121679360430381
2021-12-22,"2021-12-22 03:40:03",0.0121679360430381
2021-12-22,"2021-12-22 03:50:03",0.0121679360430381
2021-12-22,"2021-12-22 04:00:05",0.0121679360430381
2021-12-22,"2021-12-22 04:10:04",0.0121679360430381
2021-12-22,"2021-12-22 04:20:03",0.0121679360430381
2021-12-22,"2021-12-22 04:30:03",0.0121679360430381
2021-12-22,"2021-12-22 04:40:03",0.0121679360430381
2021-12-22,"2021-12-22 04:50:03",0.0121679360430381
2021-12-22,"2021-12-22 05:00:05",0.0121679360430381
2021-12-22,"2021-12-22 05:10:03",0.0121679360430381
2021-12-22,"2021-12-22 05:20:03",0.0121679360430381
2021-12-22,"2021-12-22 05:30:04",0.0121679360430381
