"date_utc","date_time_utc","ethtz_price"
2021-12-19,"2021-12-19 00:00:09",924.179434657914
2021-12-19,"2021-12-19 00:10:04",924.179434657914
2021-12-19,"2021-12-19 00:20:04",924.179434657914
2021-12-19,"2021-12-19 00:30:05",924.179434657914
2021-12-19,"2021-12-19 00:40:04",924.179434657914
2021-12-19,"2021-12-19 00:50:04",924.179434657914
2021-12-19,"2021-12-19 01:00:05",924.179434657914
2021-12-19,"2021-12-19 01:10:04",924.179434657914
2021-12-19,"2021-12-19 01:20:03",924.179434657914
2021-12-19,"2021-12-19 01:30:04",924.179434657914
2021-12-19,"2021-12-19 01:40:03",924.179434657914
2021-12-19,"2021-12-19 01:50:04",924.179434657914
2021-12-19,"2021-12-19 02:00:06",924.179434657914
2021-12-19,"2021-12-19 02:10:04",924.514418885061
2021-12-19,"2021-12-19 02:20:04",924.514418885061
2021-12-19,"2021-12-19 02:30:04",924.514418885061
2021-12-19,"2021-12-19 02:40:04",924.514418885061
2021-12-19,"2021-12-19 02:50:03",926.913720698865
2021-12-19,"2021-12-19 03:00:07",926.913720698865
2021-12-19,"2021-12-19 03:10:04",926.913720698865
2021-12-19,"2021-12-19 03:20:03",926.913720698865
2021-12-19,"2021-12-19 03:30:05",926.913720698865
2021-12-19,"2021-12-19 03:40:04",926.913720698865
2021-12-19,"2021-12-19 03:50:04",926.913720698865
2021-12-19,"2021-12-19 04:00:05",926.913720698865
2021-12-19,"2021-12-19 04:10:04",926.913720698865
2021-12-19,"2021-12-19 04:20:05",926.913720698865
2021-12-19,"2021-12-19 04:30:04",929.473558617641
2021-12-19,"2021-12-19 04:40:04",929.473558617641
2021-12-19,"2021-12-19 04:50:04",929.473558617641
2021-12-19,"2021-12-19 05:00:05",929.473558617641
2021-12-19,"2021-12-19 05:10:04",929.473558617641
2021-12-19,"2021-12-19 05:20:04",929.473558617641
2021-12-19,"2021-12-19 05:30:04",929.473558617641
2021-12-19,"2021-12-19 05:40:04",929.473558617641
2021-12-19,"2021-12-19 05:50:05",929.473558617641
2021-12-19,"2021-12-19 06:00:06",929.473558617641
2021-12-19,"2021-12-19 06:10:04",929.473558617641
2021-12-19,"2021-12-19 06:20:04",929.473558617641
2021-12-19,"2021-12-19 06:30:05",929.473558617641
2021-12-19,"2021-12-19 06:40:04",929.473558617641
2021-12-19,"2021-12-19 06:50:04",929.473558617641
2021-12-19,"2021-12-19 07:00:06",929.473558617641
